Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1984","1984","gigagrams","141397.4115","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1985","1985","gigagrams","145433.7896","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1986","1986","gigagrams","146578.247","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1987","1987","gigagrams","142420.8441","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1988","1988","gigagrams","144025.8482","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1989","1989","gigagrams","146603.3906","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1990","1990","gigagrams","213573.7707","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1991","1991","gigagrams","211219.2573","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1992","1992","gigagrams","207639.8277","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1993","1993","gigagrams","205333.0553","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1994","1994","gigagrams","207842.3589","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1995","1995","gigagrams","206544.2829","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1996","1996","gigagrams","189591.9542","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1997","1997","gigagrams","188318.9585","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1998","1998","gigagrams","193921.532","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1999","1999","gigagrams","224458.902","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2000","2000","gigagrams","239631.4691","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2001","2001","gigagrams","269513.3159","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2002","2002","gigagrams","250919.4302","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2003","2003","gigagrams","175342.3014","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2004","2004","gigagrams","221325.7368","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2005","2005","gigagrams","174764.2098","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2006","2006","gigagrams","213676.3257","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2007","2007","gigagrams","199839.9613","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2008","2008","gigagrams","170243.4883","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2009","2009","gigagrams","176919.9459","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2010","2010","gigagrams","152948.3146","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2011","2011","gigagrams","256612.2478","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2012","2012","gigagrams","257764.7754","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2013","2013","gigagrams","174745.4805","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2014","2014","gigagrams","196644.4364","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2015","2015","gigagrams","187614.6969","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2016","2016","gigagrams","155755.1394","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2017","2017","gigagrams","195937.2243","A","Aggregate, may include official, semi-official, estimated or calculated data",""
